1;2014-02-09 09:00:00;69;128;36;0
2;2014-02-09 09:00:01;69;128;42;0
3;2014-02-09 09:00:04;69;128;40;0
4;2014-02-09 09:00:05;69;128;31;0
5;2014-02-09 09:00:07;69;128;50;0
6;2014-02-09 09:00:08;69;128;44;0
7;2014-02-09 09:00:10;69;128;33;0
8;2014-02-09 09:00:11;69;128;48;0
9;2014-02-09 09:00:11;69;128;19;0
10;2014-02-09 09:00:15;69;128;17;0
11;2014-02-09 09:00:17;69;128;15;0
12;2014-02-09 09:00:19;69;128;37;0
13;2014-02-09 09:00:21;69;128;22;0
14;2014-02-09 09:00:22;69;128;42;0
15;2014-02-09 09:00:22;69;128;35;0